user,post,IntDegree
0,0,8.8571
0,1,14.6667
0,2,13.25
0,3,11.8571
0,4,14.2
0,5,12.0
0,6,13.25
0,7,11.0
0,8,11.8571
0,9,12.7143
0,10,13.4286
0,11,12.6667
0,12,10.0
0,13,13.0
0,14,15.6667
0,15,12.6
0,16,10.7143
0,17,11.0
0,18,10.8333
0,19,14.3333
0,20,10.8333
0,21,12.4
0,22,14.6667
0,23,10.0
2,0,9.2857
2,1,12.5
2,2,12.0
2,5,11.6
2,28,10.6667
2,29,10.7143
2,30,10.0
2,13,12.2
2,32,11.75
2,33,10.2
2,34,8.0
2,35,13.0
2,36,10.0
2,37,11.1429
2,38,9.0
2,39,9.7778
2,20,10.3333
2,41,13.6
2,42,10.1429
2,43,13.75
2,22,12.5
3,45,12.8333
3,46,11.6667
3,47,12.6
3,48,11.0
3,49,11.0
3,5,12.4
3,51,11.25
3,7,12.6
3,28,11.0
3,54,11.6667
3,29,11.2857
3,13,13.2
3,57,8.7143
3,58,12.0
3,59,10.5
3,18,11.3333
3,36,10.5
3,39,10.3333
3,63,10.5
3,42,11.2857
3,43,12.75
3,66,10.4286
4,67,16.2
4,68,14.3333
4,69,16.2857
4,4,13.2
4,5,12.8
4,51,16.25
4,73,17.5
4,74,14.2222
4,75,13.0
4,76,16.8333
4,77,14.25
4,78,12.2857
4,10,15.2857
4,28,13.8333
4,81,16.0
4,82,17.0
4,15,16.4
4,84,14.0
4,85,13.0
4,59,12.3333
4,17,15.8
4,88,15.4
4,89,15.75
4,19,13.5
4,20,10.1667
4,21,14.4
4,42,11.8571
4,94,14.5
5,67,15.0
5,2,15.5
5,68,14.0
5,49,14.3333
5,5,11.6
5,100,14.0
5,101,12.2222
5,73,15.5
5,7,11.4
5,28,13.8333
5,29,12.5714
5,12,10.75
5,107,13.0
5,13,15.4
5,14,12.1667
5,110,11.8333
5,85,9.0
5,17,14.6
5,88,15.6
5,18,14.1667
5,37,10.8571
5,38,10.1667
5,117,16.5
5,20,10.5
5,21,13.6
5,23,13.0
6,45,26.6667
6,122,29.0
6,0,17.0
6,1,23.5
6,46,21.8333
6,68,22.6667
6,48,22.0
6,69,24.0
6,129,27.4
6,49,21.0
6,4,23.4
6,5,23.8
6,100,29.0
6,134,22.8889
6,73,24.6667
6,6,25.25
6,77,22.375
6,78,21.4286
6,139,19.5
6,10,25.0
6,11,26.6667
6,54,23.0
6,29,24.0
6,12,19.25
6,81,23.375
6,146,23.0
6,13,24.4
6,148,23.2
6,14,27.0
6,33,19.8
6,57,18.5714
6,152,19.8
6,110,21.8333
6,82,27.1667
6,15,25.8
6,156,21.8
6,16,19.2857
6,158,17.6667
6,58,23.0
6,160,26.0
6,85,14.75
6,162,26.0
6,34,18.6667
6,164,18.2857
6,59,20.0
6,17,20.0
6,88,27.6
6,37,20.2857
6,38,16.6667
6,117,27.25
6,171,27.0
6,19,24.0
6,173,23.75
6,20,18.3333
6,21,22.2
6,42,20.7143
6,94,19.25
6,22,23.5
6,66,22.4286
6,23,18.25
6,181,18.75
11,1,19.1667
11,2,16.5
11,184,17.0
11,47,15.0
11,48,15.1667
11,4,18.4
11,188,19.8333
11,189,11.75
11,11,14.8333
11,146,12.6
11,32,16.0
11,14,19.8333
11,15,13.8
11,195,12.1429
11,84,17.5
11,160,17.8
11,162,17.8
11,199,18.1429
11,17,11.8
11,35,17.6
11,37,15.4286
11,171,17.0
11,19,19.1667
11,20,10.6667
11,41,18.6
11,42,12.7143
11,43,21.0
11,66,16.4286
11,23,11.25
12,122,22.3333
12,1,21.3333
12,129,20.0
12,101,15.3333
12,6,20.5
12,7,16.2
12,75,22.6
12,78,14.1429
12,139,16.0
12,189,14.0
12,10,20.1429
12,11,19.6667
12,54,19.6667
12,224,19.3333
12,29,15.2857
12,146,15.6
12,33,14.4
12,82,19.3333
12,15,19.4
12,16,13.2857
12,162,22.0
12,199,21.2857
12,59,12.8333
12,17,14.4
12,35,19.2
12,37,16.4286
12,39,18.4444
12,171,21.3333
12,19,20.8333
12,41,20.8
12,42,15.7143
12,43,22.75
12,22,21.3333
12,66,19.1429
12,245,18.4444
16,1,18.0
16,2,19.5
16,184,17.7143
16,68,15.3333
16,48,17.0
16,129,17.4
16,4,17.0
16,5,15.4
16,7,13.4
16,78,12.5714
16,9,16.7143
16,10,18.1429
16,28,15.8333
16,259,17.2
16,12,9.5
16,81,15.625
16,146,13.8
16,107,16.7143
16,148,17.1
16,15,17.8
16,84,18.0
16,16,11.8571
16,35,18.0
16,88,15.2
16,36,14.0
16,89,17.5
16,39,16.4444
16,273,19.8333
16,41,19.2
16,94,13.625
16,43,19.75
16,66,16.2857
17,1,21.0
17,2,21.75
17,46,18.1667
17,47,19.4
17,68,19.6667
17,129,22.2
17,5,19.8
17,101,17.3333
17,73,20.0
17,6,20.875
17,188,23.6667
17,189,18.375
17,8,18.0
17,10,21.1429
17,11,21.1667
17,29,20.0
17,146,18.6
17,107,18.7143
17,13,21.0
17,14,23.6667
17,33,16.8
17,57,14.8571
17,82,22.6667
17,15,21.4
17,195,19.7143
17,303,19.7143
17,160,21.2
17,34,14.3333
17,59,16.5
17,17,17.4
17,35,21.0
17,88,22.2
17,18,17.5
17,37,17.5714
17,38,13.8333
17,89,22.125
17,39,19.2222
17,19,21.0
17,20,15.5
17,42,17.5714
17,43,24.0
17,22,21.0
17,66,19.2857
17,245,19.2222
17,23,15.5
17,181,15.0
19,45,18.1667
19,122,19.5
19,326,15.1
19,49,12.6667
19,5,17.0
19,100,17.6667
19,75,16.2
19,78,16.2857
19,188,18.3333
19,8,15.2857
19,259,16.8
19,54,15.3333
19,29,17.1429
19,13,16.0
19,148,14.5
19,57,13.8571
19,152,14.0
19,110,16.5
19,195,17.2857
19,156,15.2
19,303,17.2857
19,16,13.4286
19,158,14.0
19,58,16.75
19,34,14.6667
19,164,14.2857
19,59,14.0
19,38,13.3333
19,117,16.5
19,19,16.5
19,173,15.5
19,41,16.0
19,42,15.7143
19,43,17.5
19,66,15.7143
19,181,14.0
21,1,17.6667
21,46,14.6667
21,69,20.5714
21,129,20.2
21,49,17.3333
21,101,18.1111
21,134,18.7778
21,73,19.5
21,139,18.8
21,8,17.7143
21,10,20.8571
21,28,17.0
21,259,20.4
21,29,19.1429
21,12,16.0
21,81,19.0
21,107,19.0
21,14,20.8333
21,33,16.6
21,57,14.5714
21,110,16.0
21,82,23.1667
21,15,22.8
21,59,15.0
21,88,20.8
21,36,16.0
21,38,14.3333
21,89,20.75
21,39,19.3333
21,63,16.0
21,173,19.25
21,20,15.0
21,273,23.1667
21,393,19.3333
21,41,20.0
21,21,18.0
21,42,14.8571
21,22,17.6667
21,66,17.7143
21,245,19.3333
21,181,15.5
28,1,17.5
28,48,14.6667
28,69,15.4286
28,101,12.7778
28,73,14.6667
28,188,18.5
28,28,14.1667
28,224,15.6667
28,409,15.75
28,29,13.5714
28,146,12.0
28,14,18.5
28,33,12.8
28,82,15.5
28,84,16.6667
28,160,16.6
28,199,16.8571
28,17,14.2
28,35,16.4
28,88,14.0
28,18,13.0
28,36,14.0
28,37,13.5714
28,39,14.5556
28,63,14.0
28,20,10.3333
28,21,13.4
28,42,11.8571
28,22,17.5
33,45,19.0
33,1,19.5
33,2,22.0
33,46,13.5
33,184,18.7143
33,68,16.8333
33,48,17.6667
33,49,18.6667
33,4,18.8
33,5,17.8
33,100,24.0
33,134,18.3333
33,51,17.0
33,73,18.6667
33,6,19.25
33,78,13.7143
33,139,17.5
33,9,18.4286
33,11,17.1667
33,81,18.75
33,148,18.6
33,14,21.3333
33,82,20.8333
33,15,20.0
33,84,19.3333
33,85,12.75
33,59,15.1667
33,17,18.2
33,88,17.2
33,39,18.6667
33,173,17.0
33,273,22.3333
33,393,17.8889
33,42,15.7143
33,22,19.5
33,66,17.7143
33,23,16.25
34,122,27.3333
34,67,22.6
34,1,24.3333
34,46,16.8333
34,184,25.0
34,68,21.0
34,48,23.1667
34,69,24.5714
34,129,25.0
34,49,21.0
34,3,22.5714
34,4,23.2
34,5,21.0
34,100,28.6667
34,73,23.8333
34,6,24.25
34,75,24.4
34,76,22.8333
34,77,20.375
34,10,25.4286
34,28,20.8333
34,259,25.0
34,11,22.6667
34,54,24.1667
34,29,20.5714
34,12,12.75
34,81,23.125
34,148,23.8
34,14,27.0
34,33,17.0
34,82,25.8333
34,15,25.6
34,84,23.6667
34,16,17.0
34,85,16.5
34,59,17.3333
34,17,21.6
34,88,21.8
34,18,21.0
34,37,20.2857
34,89,25.0
34,39,22.5556
34,19,24.8333
34,173,22.25
34,20,14.0
34,42,17.8571
34,94,19.5
34,43,27.25
34,22,24.3333
34,66,22.4286
34,245,22.5556
36,0,10.1429
36,46,11.5
36,68,12.3333
36,69,13.2857
36,49,11.3333
36,73,13.8333
36,76,13.3333
36,139,12.0
36,28,12.0
36,29,13.8571
36,148,12.2
36,33,11.8
36,82,15.0
36,15,14.2
36,195,12.8571
36,156,12.0
36,58,11.75
36,17,12.4
36,38,10.5
36,19,12.0
36,20,10.8333
36,41,13.0
36,42,11.0
36,66,12.0
41,45,17.1667
41,0,14.2857
41,1,15.0
41,46,16.1667
41,184,14.7143
41,47,15.8
41,68,15.1667
41,49,13.3333
41,73,15.8333
41,6,15.0
41,8,13.7143
41,54,15.0
41,29,16.0
41,146,15.4
41,30,17.4
41,13,16.6
41,14,16.8333
41,57,15.2857
41,110,17.1667
41,15,13.6
41,156,16.4
41,16,13.5714
41,158,13.0
41,58,16.0
41,34,16.0
41,164,13.8571
41,59,15.0
41,88,19.8
41,37,14.2857
41,38,14.0
41,117,17.75
41,20,15.1667
41,42,14.1429
41,22,15.0
41,23,12.5
41,181,15.5
42,122,14.0
42,1,13.0
42,326,11.4
42,68,11.6667
42,101,10.3333
42,6,12.5
42,76,11.1667
42,188,14.1667
42,259,12.0
42,54,12.5
42,29,12.1429
42,14,14.1667
42,33,11.2
42,16,10.5714
42,160,13.0
42,18,10.8333
42,38,9.1667
42,20,9.8333
42,22,13.0
42,181,9.0
44,45,23.5
44,122,26.1667
44,67,21.4
44,0,14.7143
44,1,22.1667
44,46,18.8333
44,326,19.0
44,184,21.7143
44,68,20.1667
44,49,19.6667
44,4,22.2
44,5,20.2
44,73,22.5
44,6,22.5
44,75,22.0
44,76,21.1667
44,10,22.1429
44,11,23.0
44,54,21.5
44,224,20.1667
44,29,20.5714
44,81,20.75
44,13,23.0
44,148,20.8
44,14,24.5
44,57,16.2857
44,110,18.8333
44,82,23.1667
44,15,21.6
44,156,19.8
44,84,21.3333
44,16,17.5714
44,158,14.8333
44,58,21.75
44,85,13.0
44,34,15.6667
44,59,18.0
44,17,17.8
44,88,23.8
44,18,19.6667
44,36,18.5
44,37,18.5714
44,38,14.3333
44,39,19.1111
44,117,24.5
44,173,21.75
44,20,16.5
44,42,17.7143
44,22,22.1667
44,66,20.4286
44,23,17.25
44,181,16.0
46,46,12.0
46,326,11.5
46,47,10.6
46,6,12.125
46,54,11.5
46,29,12.7143
46,146,11.2
46,14,13.5
46,82,13.1667
46,15,12.4
46,195,12.7143
46,303,12.7143
46,59,8.8333
46,36,11.0
46,38,9.6667
46,20,10.0
46,41,12.2
46,42,11.4286
46,22,12.1667
46,66,12.2857
47,45,29.5
47,122,33.5
47,67,26.6
47,0,13.5714
47,1,29.5
47,2,32.25
47,46,20.1667
47,326,22.9
47,184,28.7143
47,68,26.5
47,5,25.6
47,100,35.0
47,101,24.0
47,73,26.8333
47,6,29.25
47,74,24.3333
47,76,26.8333
47,78,19.4286
47,139,23.7
47,189,21.0
47,10,28.4286
47,28,24.8333
47,259,30.8
47,11,26.6667
47,54,28.0
47,224,26.6667
47,409,28.25
47,29,23.7143
47,81,27.25
47,146,24.8
47,13,29.4
47,148,26.7
47,32,28.5
47,14,31.1667
47,33,19.2
47,152,21.4
47,82,29.5
47,15,27.8
47,84,27.3333
47,16,18.2857
47,160,29.8
47,199,28.8571
47,59,20.1667
47,17,25.2
47,35,27.8
47,18,24.5
47,36,25.5
47,37,23.5714
47,39,26.5556
47,117,30.0
47,19,29.1667
47,63,25.5
47,173,24.5
47,20,15.0
47,273,31.5
47,41,30.8
47,42,21.7143
47,94,23.0
47,43,33.0
47,22,29.5
47,66,25.0
47,245,26.5556
49,45,12.6667
49,1,15.0
49,4,14.8
49,54,13.5
49,224,13.5
49,13,12.4
49,14,15.1667
49,33,9.8
49,156,9.2
49,34,8.0
49,199,14.1429
49,59,10.8333
49,36,10.0
49,37,12.2857
49,38,8.1667
49,63,10.0
49,20,9.8333
49,42,10.4286
49,43,15.75
49,22,15.0
49,66,12.5714
49,23,10.0
52,45,18.5
52,1,16.8333
52,46,15.6667
52,326,15.4
52,68,16.3333
52,49,16.0
52,5,16.8
52,100,19.6667
52,51,17.5
52,6,17.0
52,78,15.4286
52,188,19.0
52,28,14.6667
52,259,18.6
52,29,17.1429
52,146,16.2
52,13,18.2
52,14,19.0
52,33,14.8
52,110,15.3333
52,82,18.8333
52,156,15.4
52,16,13.8571
52,58,17.25
52,59,15.0
52,36,15.5
52,37,14.4286
52,38,12.1667
52,39,15.3333
52,117,18.25
52,173,17.5
52,20,12.6667
52,42,15.4286
52,22,16.8333
52,66,15.7143
52,245,15.3333
52,23,14.5
52,181,12.75
53,45,24.1667
53,122,26.8333
53,67,22.8
53,0,15.2857
53,1,22.0
53,46,18.6667
53,326,19.9
53,184,22.4286
53,47,22.6
53,48,21.5
53,69,21.2857
53,49,20.0
53,4,21.8
53,5,21.0
53,51,23.5
53,73,24.6667
53,6,22.5
53,74,19.3333
53,75,20.6
53,76,22.6667
53,78,20.1429
53,8,19.5714
53,259,24.8
53,11,22.6667
53,54,22.0
53,29,22.4286
53,12,17.5
53,30,20.4
53,13,23.8
53,148,21.3
53,32,22.75
53,14,25.0
53,33,18.8
53,15,22.2
53,195,20.5714
53,84,22.6667
53,16,17.1429
53,160,22.2
53,85,14.5
53,34,15.0
53,59,18.1667
53,17,19.2
53,88,25.2
53,18,21.6667
53,36,19.5
53,37,19.4286
53,38,15.0
53,117,25.75
53,19,22.5
53,63,19.5
53,173,23.5
53,20,16.1667
53,21,21.8
53,42,18.0
53,94,18.375
55,67,20.2
55,1,23.6667
55,2,25.5
55,68,20.0
55,48,19.8333
55,69,22.2857
55,129,23.2
55,3,18.8571
55,4,22.2
55,5,19.2
55,101,19.1111
55,134,20.4444
55,51,18.5
55,73,20.5
55,6,22.375
55,78,15.2857
55,188,25.3333
55,8,17.4286
55,9,21.7143
55,28,20.3333
55,259,22.8
55,224,21.6667
55,409,22.25
55,29,18.2857
55,146,17.6
55,107,21.4286
55,32,21.75
55,14,25.3333
55,33,15.8
55,82,23.0
55,15,22.8
55,199,23.1429
55,35,22.8
55,88,19.0
55,39,21.3333
55,117,22.5
55,19,23.3333
55,273,25.1667
55,94,17.875
55,43,27.0
55,22,23.6667
55,66,20.4286
55,245,21.3333
57,45,20.8333
57,122,23.1667
57,1,19.8333
57,2,22.0
57,46,16.1667
57,184,20.0
57,68,18.3333
57,48,17.5
57,69,18.5714
57,49,17.6667
57,3,16.7143
57,5,19.2
57,902,17.0
57,134,18.0
57,73,18.8333
57,6,19.375
57,76,19.0
57,189,16.25
57,10,18.5714
57,259,22.0
57,54,19.5
57,146,18.8
57,107,17.4286
57,32,19.75
57,14,20.8333
57,57,11.5714
57,152,15.8
57,156,14.4
57,84,18.6667
57,16,12.8571
57,199,19.1429
57,59,15.6667
57,17,17.2
57,35,19.0
57,117,21.0
57,20,12.1667
57,42,16.4286
57,22,19.8333
57,66,16.7143
57,23,15.5
60,45,31.1667
60,122,35.1667
60,67,26.2
60,0,19.1429
60,1,29.8333
60,2,29.25
60,46,25.6667
60,326,25.3
60,68,26.6667
60,48,27.3333
60,5,28.6
60,100,34.3333
60,101,21.7778
60,902,24.7143
60,51,28.0
60,73,28.1667
60,6,29.375
60,74,22.6667
60,7,29.2
60,75,29.2
60,78,25.5714
60,188,33.5
60,189,25.5
60,8,25.0
60,10,29.1429
60,259,30.4
60,54,27.8333
60,224,25.5
60,409,28.375
60,29,28.7143
60,12,22.5
60,146,26.2
60,30,26.0
60,13,29.0
60,148,26.9
60,32,28.5
60,14,33.5
60,33,24.2
60,57,20.8571
60,110,25.0
60,82,31.3333
60,15,29.2
60,195,27.2857
60,156,24.0
60,84,29.8333
60,16,21.2857
60,158,21.0
60,58,27.25
60,34,21.3333
60,164,21.2857
60,199,28.7143
60,59,22.1667
60,17,21.6
60,35,27.8
60,88,31.8
60,18,23.6667
60,36,29.0
60,37,24.7143
60,38,19.0
60,39,24.2222
60,117,31.75
60,19,29.6667
60,63,29.0
60,173,28.0
60,20,21.8333
60,273,32.6667
60,41,30.4
60,21,25.0
60,42,24.7143
60,43,34.0
60,22,29.8333
60,66,27.2857
60,23,20.25
60,181,21.5
64,1,16.3333
64,2,14.75
64,68,11.6667
64,48,15.8333
64,3,14.4286
64,4,15.0
64,101,11.2222
64,6,14.625
64,8,12.8571
64,10,16.5714
64,259,12.0
64,148,15.4
64,14,18.0
64,33,13.2
64,15,16.0
64,84,16.3333
64,16,11.7143
64,35,15.2
64,36,14.0
64,19,16.6667
64,63,14.0
64,20,10.6667
64,273,17.1667
64,22,16.3333
64,66,16.1429
65,45,15.1667
65,0,9.8571
65,1,14.8333
65,46,12.3333
65,326,12.0
65,184,14.4286
65,49,11.3333
65,5,14.2
65,73,13.3333
65,6,14.0
65,54,14.8333
65,13,14.2
65,14,15.6667
65,33,11.6
65,195,12.4286
65,16,10.4286
65,85,8.0
65,34,8.6667
65,17,11.4
65,18,12.3333
65,36,12.5
65,37,13.1429
65,117,14.0
65,19,15.0
65,20,10.1667
65,42,12.1429
65,22,14.8333
66,45,26.8333
66,122,30.3333
66,1,27.5
66,46,19.5
66,47,21.2
66,68,20.3333
66,73,21.8333
66,6,26.5
66,75,28.8
66,77,21.625
66,78,20.4286
66,188,30.5
66,10,27.1429
66,11,27.0
66,54,25.6667
66,224,24.3333
66,409,26.625
66,29,22.2857
66,81,22.125
66,30,19.8
66,148,24.5
66,14,30.5
66,33,20.4
66,82,26.0
66,15,26.4
66,195,22.0
66,84,25.8333
66,303,22.0
66,16,18.8571
66,58,24.0
66,160,28.8
66,85,13.0
66,162,28.8
66,34,15.0
66,199,27.1429
66,59,17.0
66,17,17.8
66,35,24.8
66,88,24.6
66,36,24.5
66,37,21.1429
66,38,14.8333
66,89,27.375
66,39,22.6667
66,171,28.3333
66,19,27.5
66,63,24.5
66,20,17.1667
66,21,21.0
66,42,19.0
66,94,17.125
66,43,30.0
66,22,27.5
66,66,26.0
66,245,22.6667
66,181,16.5
67,0,10.2857
67,1,14.1667
67,46,12.1667
67,68,11.8333
67,51,10.75
67,188,15.3333
67,224,12.5
67,29,13.5714
67,14,15.3333
67,33,12.6
67,82,13.6667
67,195,13.7143
67,303,13.7143
67,160,13.6
67,199,13.7143
67,37,11.2857
67,38,10.8333
67,39,11.7778
67,20,11.1667
67,42,11.4286
67,22,14.1667
67,245,11.7778
67,181,10.75
68,47,12.2
68,48,11.3333
68,4,12.4
68,51,11.5
68,73,12.5
68,139,11.3
68,28,11.8333
68,12,8.25
68,81,11.0
68,146,10.4
68,14,13.1667
68,15,11.4
68,37,10.4286
68,38,8.3333
68,20,9.6667
68,42,9.5714
68,94,10.625
68,43,12.75
68,22,11.8333
68,23,10.0
71,122,13.8333
71,67,14.4
71,1,11.8333
71,49,12.6667
71,4,12.4
71,101,11.1111
71,51,14.0
71,73,14.8333
71,6,12.125
71,76,14.1667
71,77,12.0
71,11,12.6667
71,12,10.75
71,16,11.0
71,59,12.3333
71,17,12.2
71,88,15.4
71,38,10.0
71,117,14.5
71,173,14.0
71,20,10.5
71,21,13.2
71,42,10.4286
71,22,11.8333
73,45,21.3333
73,67,18.2
73,2,21.0
73,68,20.0
73,48,18.6667
73,129,22.2
73,4,18.6
73,5,19.2
73,100,24.0
73,101,17.5556
73,134,19.0
73,6,20.125
73,9,18.1429
73,10,20.5714
73,11,21.0
73,54,18.8333
73,29,19.5714
73,146,18.4
73,30,18.0
73,13,20.2
73,152,17.2
73,82,22.8333
73,15,21.4
73,195,19.1429
73,303,19.1429
73,16,14.8571
73,34,13.6667
73,59,16.1667
73,35,19.8
73,36,19.5
73,37,17.4286
73,38,12.5
73,89,21.375
73,39,18.7778
73,117,21.0
73,63,19.5
73,173,18.75
73,20,14.1667
73,273,23.0
73,41,21.0
73,21,16.2
73,42,17.1429
73,66,17.8571
73,245,18.7778
73,181,13.75
75,45,12.3333
75,67,12.4
75,0,10.2857
75,1,11.8333
75,326,10.5
75,47,13.0
75,6,12.25
75,29,11.2857
75,13,13.4
75,148,11.0
75,32,12.25
75,156,12.6
75,16,10.7143
75,160,12.2
75,34,8.6667
75,59,10.8333
75,117,13.0
75,20,10.5
75,22,11.8333
75,23,10.25
75,181,9.75
78,45,22.6667
78,67,20.0
78,1,24.8333
78,2,24.75
78,184,23.1429
78,47,21.4
78,68,18.5
78,69,21.1429
78,129,22.8
78,4,23.6
78,5,19.8
78,902,15.7143
78,73,20.3333
78,6,23.0
78,74,18.6667
78,75,23.2
78,78,14.5714
78,188,25.8333
78,9,21.2857
78,54,23.5
78,81,20.25
78,13,23.2
78,148,21.1
78,32,23.0
78,14,25.8333
78,82,20.6667
78,84,22.8333
78,160,23.6
78,85,12.75
78,199,23.7143
78,59,16.0
78,17,18.6
78,35,23.0
78,88,19.0
78,36,17.0
78,37,19.5714
78,89,21.375
78,39,19.6667
78,19,24.6667
78,173,17.0
78,20,12.3333
78,22,24.8333
78,66,20.4286
78,23,17.5
82,45,12.8333
82,67,13.2
82,0,10.8571
82,46,11.6667
82,73,13.3333
82,77,11.5
82,78,11.5714
82,54,11.1667
82,29,12.2857
82,30,13.0
82,13,13.4
82,57,11.4286
82,16,9.8571
82,59,11.3333
82,17,10.4
82,18,12.1667
82,37,10.8571
82,117,13.75
82,19,11.0
82,20,10.8333
82,42,10.8571
82,43,11.75
83,45,14.5
83,1,16.8333
83,46,10.5
83,326,10.9
83,184,15.1429
83,6,14.75
83,75,16.6
83,188,17.0
83,54,16.0
83,13,13.2
83,14,17.0
83,85,7.25
83,37,13.2857
83,39,12.6667
83,19,16.8333
83,20,8.8333
83,41,16.0
83,42,11.5714
83,43,17.75
83,22,16.8333
83,245,12.6667
84,45,24.8333
84,122,28.6667
84,0,12.5714
84,1,26.5
84,2,21.25
84,46,19.0
84,326,18.8
84,184,23.2857
84,69,19.7143
84,4,25.2
84,5,22.8
84,6,24.125
84,7,21.6
84,75,26.8
84,188,27.8333
84,11,23.3333
84,54,24.6667
84,224,22.8333
84,409,24.5
84,29,19.2857
84,81,18.375
84,146,18.8
84,148,21.3
84,32,21.75
84,14,27.8333
84,33,17.8
84,57,13.0
84,82,21.3333
84,195,19.1429
84,84,23.8333
84,158,17.0
84,58,21.5
84,160,25.4
84,34,13.0
84,199,25.4286
84,35,23.4
84,36,23.5
84,37,20.7143
84,117,20.25
84,19,26.3333
84,63,23.5
84,20,15.1667
84,273,25.5
84,41,25.2
84,21,16.4
84,42,18.8571
84,22,26.5
84,66,23.2857
85,45,17.5
85,0,15.0
85,2,12.5
85,46,16.6667
85,326,14.6
85,184,14.5714
85,47,14.6
85,3,14.5714
85,75,14.8
85,76,14.1667
85,189,16.75
85,11,19.0
85,54,14.5
85,29,16.8571
85,30,17.4
85,57,15.2857
85,152,15.0
85,110,17.1667
85,156,17.4
85,16,14.4286
85,158,13.6667
85,58,16.5
85,162,15.8
85,34,16.3333
85,164,14.5714
85,199,14.0
85,59,13.6667
85,18,14.0
85,36,15.0
85,38,14.0
85,117,17.5
85,171,17.0
85,20,14.5
85,21,14.4
85,42,14.1429
85,181,15.25
89,45,27.6667
89,122,30.1667
89,0,17.8571
89,2,22.0
89,46,23.5
89,326,22.4
89,184,23.8571
89,47,21.4
89,68,22.3333
89,48,23.0
89,129,27.4
89,49,17.6667
89,3,22.4286
89,5,25.8
89,100,29.0
89,902,22.2857
89,6,25.0
89,7,26.6
89,75,24.6
89,78,23.2857
89,189,22.75
89,8,21.4286
89,11,27.5
89,54,24.3333
89,29,25.1429
89,12,19.75
89,81,20.0
89,146,22.6
89,30,23.2
89,32,23.0
89,14,27.6667
89,33,22.4
89,57,18.7143
89,152,20.2
89,110,22.1667
89,82,26.5
89,15,24.4
89,84,24.3333
89,16,18.8571
89,158,20.3333
89,58,23.75
89,160,26.0
89,162,26.0
89,164,20.5714
89,59,18.6667
89,35,23.2
89,88,27.0
89,36,28.0
89,37,21.8571
89,38,17.1667
89,117,25.5
89,171,27.0
89,19,24.6667
89,63,28.0
89,20,18.8333
89,273,27.1667
89,21,21.0
89,42,21.8571
89,43,27.5
89,66,23.0
89,23,15.75
89,181,19.0
90,45,18.6667
90,46,15.0
90,68,18.0
90,48,16.0
90,129,19.8
90,49,17.3333
90,73,20.1667
90,6,17.375
90,76,19.5
90,77,16.0
90,188,18.5
90,139,15.2
90,189,15.875
90,10,17.1429
90,146,17.0
90,13,19.8
90,14,18.5
90,57,12.7143
90,152,15.8
90,156,15.8
90,84,16.6667
90,16,13.5714
90,58,15.25
90,85,12.5
90,59,15.6667
90,17,17.2
90,88,19.6
90,18,18.3333
90,36,14.0
90,37,14.7143
90,89,18.375
90,117,20.75
90,63,14.0
90,393,15.6667
90,21,15.8
90,42,14.7143
90,94,16.375
90,43,18.25
90,23,15.5
94,45,23.5
94,122,26.1667
94,0,18.0
94,1,21.3333
94,46,21.6667
94,326,20.4
94,68,20.0
94,48,20.8333
94,129,23.2
94,49,13.6667
94,3,19.8571
94,4,21.2
94,51,21.25
94,7,24.2
94,75,22.2
94,78,21.5714
94,189,21.0
94,10,22.1429
94,54,20.1667
94,224,18.1667
94,409,21.125
94,29,23.7143
94,12,21.5
94,146,20.6
94,30,23.2
94,13,19.6
94,14,24.8333
94,33,20.8
94,57,19.1429
94,110,22.6667
94,15,22.2
94,195,23.4286
94,156,20.6
94,84,22.0
94,303,23.4286
94,16,18.4286
94,158,17.8333
94,85,10.25
94,34,20.6667
94,164,18.5714
94,199,20.7143
94,59,16.6667
94,35,19.6
94,88,25.8
94,36,23.0
94,38,18.3333
94,89,24.625
94,117,22.5
94,63,23.0
94,20,19.6667
94,21,20.0
94,42,19.1429
94,66,21.5714
94,23,12.5
94,181,20.5
98,122,22.8333
98,0,13.7143
98,1,19.6667
98,46,17.3333
98,68,17.6667
98,69,19.5714
98,129,22.0
98,49,16.6667
98,3,17.8571
98,134,18.3333
98,73,19.6667
98,6,20.0
98,7,19.4
98,77,18.625
98,78,18.7143
98,188,22.6667
98,8,18.5714
98,10,20.2857
98,11,20.6667
98,29,20.1429
98,12,16.75
98,13,19.8
98,14,22.6667
98,33,18.2
98,110,17.5
98,82,22.5
98,15,21.4
98,34,14.0
98,59,16.1667
98,17,16.2
98,35,19.2
98,88,22.2
98,18,16.5
98,36,19.5
98,37,17.0
98,38,14.5
98,39,17.5556
98,20,15.3333
98,273,23.3333
98,21,19.0
98,42,17.0
98,43,22.75
98,22,19.6667
98,66,18.5714
98,23,15.0
101,0,11.0
101,1,14.3333
101,184,14.1429
101,47,15.0
101,68,13.8333
101,73,16.0
101,6,14.5
101,74,13.0
101,78,13.1429
101,29,14.5714
101,148,13.8
101,32,14.5
101,14,16.0
101,110,13.0
101,82,15.5
101,15,14.4
101,195,13.4286
101,16,12.1429
101,59,12.0
101,17,12.4
101,18,14.1667
101,38,11.0
101,19,14.1667
101,173,15.5
101,20,11.8333
101,42,11.7143
101,22,14.3333
101,23,11.5
102,45,13.0
102,0,10.4286
102,1,11.5
102,46,11.6667
102,326,10.7
102,5,11.8
102,6,12.0
102,75,11.2
102,54,11.8333
102,29,11.8571
102,81,11.25
102,110,11.8333
