user,post,IntDegree
2969,34,17.3333
2969,164,19.0
2969,59,21.3333
2969,17,22.6
2969,35,26.6
2969,88,28.2
2969,18,24.0
2969,36,26.5
2969,37,23.4286
2969,89,30.0
2969,171,30.3333
2969,19,27.8333
2969,63,26.5
2969,173,26.75
2969,20,18.0
2969,41,28.8
2969,21,23.2
2969,42,22.5714
2969,43,31.25
2969,66,25.5714
2970,45,16.3333
2970,67,15.8
2970,68,14.8333
2970,129,17.0
2970,4,16.0
2970,51,15.25
2970,73,16.8333
2970,6,16.375
2970,74,14.6667
2970,76,15.8333
2970,78,13.0
2970,28,14.3333
2970,11,15.0
2970,54,15.5
2970,224,15.1667
2970,29,14.5714
2970,12,10.5
2970,81,15.875
2970,148,15.7
2970,14,17.8333
2970,33,12.6
2970,84,16.0
2970,85,11.75
2970,17,14.6
2970,38,9.8333
2970,39,14.7778
2970,19,16.6667
2970,20,10.8333
2970,42,12.1429
2970,66,15.0
2970,23,12.25
2972,45,27.8333
2972,67,23.0
2972,0,15.1429
2972,1,29.3333
2972,46,21.1667
2972,326,22.5
2972,184,27.0
2972,47,24.6
2972,68,23.6667
2972,48,24.6667
2972,49,23.6667
2972,5,26.0
2972,100,33.6667
2972,101,21.0
2972,73,23.6667
2972,6,27.75
2972,75,29.0
2972,78,20.8571
2972,139,22.0
2972,9,26.0
2972,10,27.1429
2972,54,27.5
2972,224,25.5
2972,409,27.5
2972,29,24.1429
2972,12,16.75
2972,146,21.6
2972,13,27.0
2972,148,25.4
2972,32,25.75
2972,14,31.5
2972,33,21.6
2972,82,27.3333
2972,15,26.4
2972,195,23.1429
2972,156,19.6
2972,84,27.8333
2972,303,23.1429
2972,16,19.0
2972,158,18.8333
2972,58,25.5
2972,160,28.8
2972,34,15.0
2972,164,18.2857
2972,199,28.4286
2972,59,19.8333
2972,17,20.6
2972,35,28.0
2972,18,20.6667
2972,36,28.0
2972,37,23.5714
2972,38,14.3333
2972,39,24.3333
2972,117,26.5
2972,19,29.1667
2972,63,28.0
2972,20,17.5
2972,41,30.0
2972,42,21.7143
2972,43,33.25
2972,22,29.3333
2972,66,25.8571
2972,245,24.3333
2972,23,20.25
2974,45,18.1667
2974,0,15.5714
2974,1,15.1667
2974,2,15.0
2974,46,16.8333
2974,326,15.5
2974,184,15.1429
2974,73,17.3333
2974,6,16.25
2974,11,18.8333
2974,29,18.5714
2974,12,18.0
2974,81,14.875
2974,30,19.0
2974,13,16.8
2974,14,18.0
2974,33,15.4
2974,57,16.5714
2974,152,15.0
2974,110,18.8333
2974,15,16.4
2974,195,18.0
2974,156,17.6
2974,16,14.7143
2974,158,13.0
2974,58,16.5
2974,34,17.0
2974,59,14.8333
2974,17,12.8
2974,88,21.8
2974,37,14.1429
2974,38,16.0
2974,117,19.25
2974,19,15.3333
2974,20,16.3333
2974,273,18.0
2974,21,17.4
2974,42,14.5714
2974,181,17.5
2975,45,18.5
2975,122,21.0
2975,46,14.1667
2975,3,14.7143
2975,4,19.0
2975,101,14.7778
2975,134,16.0
2975,73,17.0
2975,6,17.875
2975,28,16.1667
2975,259,19.2
2975,224,17.1667
2975,409,17.875
2975,29,14.8571
2975,146,16.2
2975,107,16.4286
2975,13,19.0
2975,148,16.3
2975,14,19.8333
2975,33,12.2
2975,57,10.8571
2975,195,14.7143
2975,199,18.0
2975,59,13.6667
2975,17,15.4
2975,35,17.6
2975,18,15.3333
2975,19,18.3333
2975,173,15.5
2975,20,11.5
2975,273,19.5
2975,42,14.5714
2975,22,18.5
2976,45,24.0
2976,122,27.0
2976,1,25.0
2976,2,23.75
2976,46,16.3333
2976,184,23.0
2976,47,19.8
2976,48,19.0
2976,5,21.6
2976,100,29.0
2976,101,17.1111
2976,73,19.1667
2976,6,23.375
2976,76,19.3333
2976,78,16.2857
2976,8,16.7143
2976,11,22.0
2976,54,23.6667
2976,224,22.1667
2976,409,23.25
2976,81,20.5
2976,146,18.2
2976,14,26.1667
2976,33,16.0
2976,82,22.1667
2976,160,25.8
2976,162,25.8
2976,199,24.2857
2976,59,16.5
2976,17,18.8
2976,88,19.6
2976,36,20.0
2976,37,19.7143
2976,39,20.6667
2976,117,21.0
2976,171,25.1667
2976,19,24.6667
2976,63,20.0
2976,20,12.3333
2976,273,25.6667
2976,41,25.4
2976,21,17.2
2976,42,17.8571
2976,22,25.0
2976,66,21.0
2976,245,20.6667
2978,45,17.6667
2978,1,19.3333
2978,46,13.8333
2978,4,18.2
2978,5,16.4
2978,100,19.3333
2978,101,12.1111
2978,6,17.25
2978,75,19.2
2978,188,20.1667
2978,9,16.5714
2978,224,17.1667
2978,409,18.0
2978,29,14.0
2978,13,15.2
2978,14,20.1667
2978,33,13.6
2978,15,15.4
2978,195,14.2857
2978,160,19.0
2978,85,6.75
2978,162,19.0
2978,199,18.7143
2978,59,12.0
2978,88,15.4
2978,36,16.0
2978,38,10.1667
2978,171,18.3333
2978,63,16.0
2978,20,11.5
2978,42,14.1429
2978,22,19.3333
2978,181,10.25
2979,67,16.2
2979,46,14.8333
2979,184,17.8571
2979,68,15.6667
2979,5,17.4
2979,51,15.25
2979,6,18.25
2979,77,15.5
2979,78,14.8571
2979,54,18.0
2979,224,16.5
2979,409,18.125
2979,29,16.2857
2979,81,15.75
2979,14,20.5
2979,33,14.6
2979,15,18.0
2979,195,15.7143
2979,160,19.6
2979,85,10.0
2979,162,19.6
2979,34,10.6667
2979,199,18.2857
2979,59,13.6667
2979,17,13.8
2979,35,17.6
2979,18,14.8333
2979,36,16.0
2979,37,16.0
2979,38,11.1667
2979,171,19.5
2979,19,18.8333
2979,173,15.25
2979,20,12.3333
2979,42,14.5714
2979,43,20.75
2979,66,17.1429
2979,23,13.0
2979,181,11.5
2980,45,17.8333
2980,0,11.8571
2980,1,17.3333
2980,2,18.75
2980,49,16.6667
2980,4,17.0
2980,134,16.2222
2980,74,15.4444
2980,76,17.5
2980,77,15.25
2980,78,14.1429
2980,54,16.8333
2980,29,16.0
2980,12,13.25
2980,81,17.25
2980,148,16.4
2980,110,14.3333
2980,82,18.5
2980,16,13.7143
2980,34,12.0
2980,59,15.3333
2980,17,16.4
2980,88,19.0
2980,18,15.6667
2980,36,13.0
2980,37,14.7143
2980,38,12.0
2980,39,16.2222
2980,117,19.25
2980,19,17.3333
2980,42,14.0
2980,43,18.5
2980,22,17.3333
2980,66,15.4286
2980,245,16.2222
2980,23,15.0
2980,181,12.75
2982,45,13.6667
2982,67,15.4
2982,1,13.6667
2982,3,13.7143
2982,51,14.75
2982,73,16.1667
2982,6,14.5
2982,74,14.4444
2982,77,13.125
2982,28,13.6667
2982,81,15.375
2982,148,14.5
2982,33,10.0
2982,15,16.0
2982,156,12.0
2982,84,13.8333
2982,160,15.0
2982,85,12.25
2982,17,14.6
2982,18,14.8333
2982,39,14.2222
2982,20,9.5
2982,94,13.625
2982,22,13.6667
2982,23,11.5
2982,181,8.75
2983,45,15.8333
2983,122,17.8333
2983,67,13.0
2983,1,16.8333
2983,47,14.4
2983,48,13.0
2983,3,13.0
2983,6,15.375
2983,28,12.3333
2983,54,16.0
2983,409,15.375
2983,81,12.75
2983,14,17.5
2983,110,11.1667
2983,84,15.1667
2983,58,14.25
2983,162,16.4
2983,199,16.1429
2983,59,11.3333
2983,38,9.1667
2983,117,14.0
2983,171,16.1667
2983,20,11.0
2983,42,11.2857
2983,22,16.8333
2983,181,9.5
2987,67,12.2
2987,46,13.1667
2987,68,12.6667
2987,129,13.2
2987,5,11.8
2987,101,10.5556
2987,51,13.5
2987,7,14.2
2987,8,11.5714
2987,11,13.1667
2987,29,13.8571
2987,12,11.5
2987,110,13.6667
2987,82,14.0
2987,15,12.8
2987,156,13.0
2987,59,10.8333
2987,36,10.5
2987,37,9.7143
2987,38,10.8333
2987,173,13.5
2987,42,11.7143
2987,181,11.0
2988,45,22.0
2988,122,25.3333
2988,0,12.2857
2988,1,23.6667
2988,2,19.5
2988,46,17.5
2988,326,18.4
2988,48,20.1667
2988,49,14.6667
2988,5,19.8
2988,100,23.3333
2988,51,17.0
2988,6,21.875
2988,75,24.4
2988,9,19.8571
2988,10,22.2857
2988,11,21.8333
2988,224,20.8333
2988,409,22.125
2988,29,19.1429
2988,81,17.25
2988,148,20.2
2988,14,25.6667
2988,33,17.6
2988,110,16.1667
2988,15,21.2
2988,195,18.8571
2988,84,22.6667
2988,303,18.8571
2988,16,15.5714
2988,158,15.1667
2988,34,12.6667
2988,199,23.0
2988,88,20.0
2988,89,22.5
2988,19,23.5
2988,173,17.0
2988,20,15.3333
2988,41,22.8
2988,42,17.7143
2988,43,25.5
2988,22,23.6667
2988,66,22.4286
2988,23,13.0
2992,45,21.5
2992,122,24.0
2992,1,21.5
2992,326,16.4
2992,47,19.2
2992,68,19.1667
2992,69,19.1429
2992,4,21.2
2992,5,19.4
2992,101,16.5556
2992,902,16.5714
2992,73,18.6667
2992,6,20.75
2992,76,18.5
2992,9,19.0
2992,259,21.2
2992,224,19.3333
2992,29,16.8571
2992,146,18.0
2992,32,20.0
2992,14,22.5
2992,15,18.8
2992,16,13.1429
2992,58,17.25
2992,34,9.3333
2992,199,20.8571
2992,35,20.4
2992,18,17.3333
2992,36,18.0
2992,37,17.0
2992,39,18.3333
2992,117,20.5
2992,19,21.3333
2992,63,18.0
2992,173,16.75
2992,20,11.1667
2992,273,21.6667
2992,42,16.7143
2992,43,23.75
2992,66,18.2857
2992,245,18.3333
2993,45,31.1667
2993,67,28.0
2993,0,15.7143
2993,1,30.5
2993,2,33.25
2993,46,23.5
2993,326,24.3
2993,184,29.2857
2993,47,28.2
2993,48,26.3333
2993,49,27.6667
2993,5,28.0
2993,100,37.6667
2993,101,24.8889
2993,902,24.1429
2993,134,27.5556
2993,51,27.0
2993,73,28.0
2993,6,30.5
2993,7,26.8
2993,75,30.0
2993,78,22.1429
2993,139,25.1
2993,189,23.75
2993,9,28.0
2993,28,26.5
2993,259,32.4
2993,11,28.8333
2993,54,28.6667
2993,224,27.1667
2993,409,29.25
2993,29,26.4286
2993,12,17.0
2993,146,25.8
2993,107,27.5714
2993,13,31.4
2993,148,27.5
2993,32,29.75
2993,14,32.8333
2993,152,22.0
2993,82,32.1667
2993,15,29.6
2993,195,25.2857
2993,156,22.6
2993,84,29.1667
2993,303,25.2857
2993,160,31.4
2993,162,31.4
2993,199,30.0
2993,59,22.1667
2993,17,25.2
2993,35,30.0
2993,18,25.0
2993,36,26.5
2993,37,24.8571
2993,38,14.6667
2993,39,27.7778
2993,117,32.75
2993,171,32.1667
2993,63,26.5
2993,173,27.0
2993,20,17.8333
2993,393,25.4444
2993,41,32.6
2993,42,24.1429
2993,43,35.0
2993,22,30.5
2993,66,26.5714
2993,245,27.7778
2993,23,23.25
2993,181,16.0
2994,45,17.6667
2994,0,10.5714
2994,1,16.8333
2994,2,18.5
2994,47,15.8
2994,68,16.8333
2994,48,16.0
2994,129,19.0
2994,5,15.6
2994,902,15.1429
2994,134,17.1111
2994,51,17.5
2994,74,15.6667
2994,139,15.5
2994,8,14.8571
2994,10,18.1429
2994,29,16.4286
2994,81,17.25
2994,30,14.6
2994,32,16.5
2994,82,19.8333
2994,15,19.2
2994,84,16.8333
2994,199,16.7143
2994,59,13.0
2994,88,17.4
2994,89,18.5
2994,39,16.4444
2994,173,17.5
2994,21,14.6
2994,42,14.4286
2994,22,16.8333
2994,245,16.4444
2997,45,22.6667
2997,122,25.0
2997,0,11.7143
2997,1,22.0
2997,2,23.0
2997,46,16.5
2997,184,21.1429
2997,68,20.1667
2997,49,19.0
2997,4,22.2
2997,902,17.5714
2997,51,17.5
2997,73,19.6667
2997,6,21.625
2997,78,14.8571
2997,139,17.4
2997,28,18.6667
2997,259,23.2
2997,54,20.6667
2997,224,20.0
2997,409,21.25
2997,29,17.4286
2997,81,20.125
2997,146,20.0
2997,148,19.4
2997,84,19.6667
2997,158,14.8333
2997,160,22.6
2997,85,12.5
2997,162,22.6
2997,164,14.2857
2997,199,21.2857
2997,59,16.5
2997,17,18.8
2997,36,17.0
2997,38,10.1667
2997,39,19.7778
2997,117,22.25
2997,171,22.6667
2997,173,17.5
2997,20,12.5
2997,42,17.2857
2997,22,22.0
2997,245,19.7778
2997,23,16.5
2999,45,18.3333
2999,67,18.2
2999,1,16.5
2999,46,14.6667
2999,68,16.5
2999,69,16.5714
2999,129,18.6
2999,49,15.3333
2999,4,16.4
2999,51,18.0
2999,73,18.6667
2999,6,16.875
2999,76,17.6667
2999,77,15.75
2999,10,16.5714
2999,11,17.3333
2999,29,16.2857
2999,14,18.3333
2999,152,14.8
2999,82,18.6667
2999,15,17.2
2999,156,15.4
2999,160,17.0
2999,59,14.3333
2999,17,14.8
2999,88,18.6
2999,18,16.6667
2999,37,14.0
2999,38,10.8333
2999,19,16.3333
2999,173,18.0
2999,20,12.0
2999,42,14.2857
2999,43,18.25
2999,22,16.5
2999,181,11.75
3001,67,14.2
3001,184,15.7143
3001,48,16.0
3001,4,15.6
3001,5,14.4
3001,73,15.6667
3001,188,18.5
3001,54,15.6667
3001,29,15.7143
3001,12,13.5
3001,146,13.6
3001,13,15.8
3001,32,15.0
3001,14,18.5
3001,57,12.5714
3001,82,16.8333
3001,15,15.8
3001,195,15.2857
3001,303,15.2857
3001,16,12.4286
3001,59,12.3333
3001,17,12.8
3001,35,15.8
3001,36,12.5
3001,38,12.3333
3001,39,13.5556
3001,117,16.25
3001,19,16.1667
3001,20,13.6667
3001,273,18.0
3001,42,12.8571
3001,66,15.4286
3001,181,13.25
3003,67,15.4
3003,0,11.5714
3003,48,16.0
3003,69,16.5714
3003,3,15.5714
3003,4,16.4
3003,5,16.6
3003,134,15.2222
3003,73,16.8333
3003,74,14.3333
3003,7,16.4
3003,78,14.8571
3003,10,16.8571
3003,54,16.6667
3003,29,16.2857
3003,12,13.25
3003,14,18.6667
3003,33,14.2
3003,110,14.0
3003,156,14.0
3003,158,12.6667
3003,58,15.75
3003,34,12.0
3003,59,13.6667
3003,17,14.8
3003,18,15.0
3003,37,15.0
3003,39,14.8889
3003,19,17.0
3003,20,12.8333
3003,21,15.8
3003,42,14.4286
3003,94,13.75
3003,43,18.5
3003,22,16.8333
3003,66,15.5714
3004,45,26.8333
3004,122,30.1667
3004,1,26.8333
3004,46,19.5
3004,326,22.3
3004,184,26.1429
3004,68,23.0
3004,69,26.4286
3004,49,20.6667
3004,3,24.5714
3004,101,22.1111
3004,134,24.5556
3004,51,21.5
3004,6,27.75
3004,7,22.0
3004,78,18.8571
3004,188,29.1667
3004,139,22.7
3004,189,20.0
3004,10,28.5714
3004,28,21.6667
3004,259,26.6
3004,11,26.6667
3004,54,25.5
3004,224,24.8333
3004,409,27.25
3004,29,21.8571
3004,81,25.125
3004,146,23.6
3004,107,24.1429
3004,148,25.7
3004,14,29.1667
3004,82,28.3333
3004,15,28.6
3004,84,24.8333
3004,158,17.1667
3004,160,29.2
3004,85,15.75
3004,162,29.2
3004,164,16.7143
3004,199,27.1429
3004,59,18.0
3004,35,25.0
3004,88,22.8
3004,38,12.1667
3004,89,27.625
3004,39,26.0
3004,20,15.1667
3004,393,24.1111
3004,42,20.7143
3004,22,26.8333
3004,66,25.1429
3004,245,26.0
3004,23,17.75
3005,45,18.6667
3005,122,19.8333
3005,46,15.0
3005,184,16.8571
3005,68,17.6667
3005,48,15.3333
3005,129,19.8
3005,5,18.6
3005,100,21.3333
3005,134,16.6667
3005,7,16.8
3005,76,17.0
3005,78,13.5714
3005,139,13.9
3005,28,14.8333
3005,259,20.0
3005,54,16.3333
3005,81,16.125
3005,148,15.6
3005,33,13.4
3005,152,15.4
3005,158,14.5
3005,160,17.0
3005,85,11.5
3005,164,13.8571
3005,59,14.5
3005,17,16.2
3005,88,15.8
3005,36,17.0
3005,39,16.1111
3005,19,16.5
3005,63,17.0
3005,173,14.75
3005,20,10.0
3005,42,15.7143
3005,23,14.0
3007,122,20.0
3007,1,18.8333
3007,46,13.5
3007,184,17.2857
3007,47,16.2
3007,48,15.8333
3007,100,19.3333
3007,76,13.6667
3007,28,14.5
3007,224,16.3333
3007,29,14.8571
3007,107,14.2857
3007,13,17.0
3007,148,15.6
3007,14,19.6667
3007,33,13.4
3007,110,12.0
3007,195,14.5714
3007,84,18.5
3007,303,14.5714
3007,160,18.0
3007,162,18.0
3007,199,17.8571
3007,88,16.2
3007,36,15.0
3007,37,15.5714
3007,117,16.5
3007,171,17.8333
3007,63,15.0
3007,20,11.8333
3007,41,19.4
3007,22,18.8333
3008,45,14.0
3008,122,15.5
3008,0,10.1429
3008,2,14.5
3008,49,14.0
3008,5,12.4
3008,76,14.0
3008,54,13.5
3008,12,10.0
3008,146,11.8
3008,13,15.8
3008,14,14.5
3008,33,10.2
3008,57,10.5714
3008,82,13.1667
3008,156,12.2
3008,16,10.8571
3008,59,13.1667
3008,17,12.2
3008,35,13.0
3008,18,12.8333
3008,37,12.4286
3008,117,14.25
3008,19,13.5
3008,20,11.1667
3008,66,11.5714
3008,23,13.0
3009,45,24.3333
3009,122,27.3333
3009,0,14.1429
3009,1,23.3333
3009,2,25.5
3009,184,22.4286
3009,48,21.3333
3009,69,22.5714
3009,129,25.6
3009,49,21.6667
3009,5,22.2
3009,100,30.0
3009,101,19.2222
3009,51,21.75
3009,73,22.8333
3009,6,23.125
3009,7,22.2
3009,75,22.4
3009,78,19.2857
3009,188,26.5
3009,139,19.8
3009,259,25.6
3009,29,22.4286
3009,146,19.4
3009,13,24.6
3009,14,26.5
3009,33,19.0
3009,110,18.3333
3009,82,25.5
3009,15,23.4
3009,195,21.5714
3009,303,21.5714
3009,34,14.3333
3009,59,18.5
3009,17,20.2
3009,35,23.4
3009,88,24.4
3009,18,19.5
3009,36,22.0
3009,37,20.0
3009,38,14.1667
3009,39,21.1111
3009,117,25.5
3009,19,23.5
3009,63,22.0
3009,173,21.75
3009,20,16.1667
3009,273,27.0
3009,42,19.7143
3009,43,27.5
3009,22,23.3333
3009,66,20.8571
3009,245,21.1111
3009,23,18.75
3009,181,15.5
3010,122,23.8333
3010,0,11.4286
3010,1,23.1667
3010,68,17.5
3010,69,20.4286
3010,902,15.1429
3010,51,16.75
3010,73,18.8333
3010,6,21.375
3010,188,24.6667
3010,9,20.5714
3010,28,18.0
3010,11,19.5
3010,54,20.5
3010,224,21.0
3010,409,21.5
3010,29,17.8571
3010,12,12.75
3010,81,19.125
3010,13,20.6
3010,14,24.6667
3010,33,15.4
3010,82,21.3333
3010,15,21.0
3010,160,22.2
3010,85,12.0
3010,34,10.3333
3010,199,22.5714
3010,17,17.6
3010,35,21.2
3010,38,11.6667
3010,39,19.4444
3010,117,20.5
3010,19,22.6667
3010,173,16.75
3010,20,14.3333
3010,273,24.0
3010,41,23.2
3010,42,16.0
3010,43,25.5
3010,22,23.1667
3010,66,20.4286
3010,245,19.4444
3010,181,12.5
3011,45,17.0
3011,67,12.6
3011,1,17.6667
3011,46,13.8333
3011,184,15.4286
3011,47,14.8
3011,5,16.0
3011,6,15.625
3011,78,12.8571
3011,11,15.3333
3011,54,16.6667
3011,224,14.8333
3011,13,15.2
3011,14,18.3333
3011,195,13.8571
3011,84,16.3333
3011,303,13.8571
3011,59,11.8333
3011,36,13.5
3011,37,15.0
3011,38,9.5
3011,117,13.75
3011,19,17.5
3011,63,13.5
3011,42,13.5714
3011,43,19.25
3011,22,17.6667
3011,66,14.8571
3011,181,9.25
3018,45,18.5
3018,122,20.6667
3018,0,12.0
3018,1,18.3333
3018,46,15.1667
3018,326,15.4
3018,184,18.0
3018,47,16.4
3018,54,18.1667
3018,29,16.7143
3018,12,13.0
3018,81,15.75
3018,13,17.6
3018,148,17.0
3018,14,20.0
3018,110,14.5
3018,82,17.8333
3018,15,17.0
3018,84,18.0
3018,16,13.8571
3018,158,12.6667
3018,58,17.5
3018,85,10.75
3018,34,12.0
3018,59,14.1667
3018,17,14.2
3018,18,14.8333
3018,36,16.0
3018,37,15.8571
3018,38,12.0
3018,39,15.3333
3018,117,18.0
3018,19,18.8333
3018,20,13.5
3018,42,14.2857
3018,22,18.3333
3018,66,17.0
3018,23,13.5
3021,45,36.1667
3021,122,40.3333
3021,67,33.8
3021,0,20.7143
3021,2,39.0
3021,46,28.1667
3021,326,29.5
3021,184,33.5714
3021,47,32.4
3021,68,34.0
3021,48,31.3333
3021,69,35.1429
3021,129,38.2
3021,49,32.6667
3021,3,30.4286
3021,4,32.2
3021,5,32.4
3021,100,43.3333
3021,101,30.2222
3021,902,29.0
3021,134,32.8889
3021,51,34.75
3021,73,35.5
3021,6,35.125
3021,74,29.3333
3021,7,32.0
3021,75,32.4
3021,76,34.5
3021,78,27.5714
3021,139,29.3
3021,189,29.5
3021,8,27.5714
3021,9,30.2857
3021,10,35.0
3021,28,30.1667
3021,259,39.8
3021,11,34.8333
3021,54,32.0
3021,224,29.3333
3021,29,32.8571
3021,12,23.0
3021,81,33.625
3021,146,31.8
3021,30,28.4
3021,107,31.5714
3021,13,36.4
3021,148,32.5
3021,32,34.0
3021,33,25.6
3021,57,22.2857
3021,152,28.2
3021,110,27.0
3021,82,39.1667
3021,15,36.4
3021,195,30.2857
3021,156,28.4
3021,84,33.0
3021,16,24.4286
3021,158,22.5
3021,58,30.0
3021,160,34.8
3021,85,21.75
3021,34,22.3333
3021,164,22.7143
3021,199,32.5714
3021,59,27.1667
3021,17,31.2
3021,35,32.6
3021,88,36.2
3021,18,31.1667
3021,36,32.0
3021,37,28.1429
3021,38,19.3333
3021,39,32.3333
3021,117,40.25
3021,19,33.0
3021,63,32.0
3021,173,34.75
3021,20,22.5
3021,273,39.1667
3021,393,30.4444
3021,41,36.0
3021,21,28.8
3021,42,28.1429
3021,94,28.875
3021,43,38.0
3021,66,29.8571
3021,245,32.3333
3021,23,27.0
3021,181,22.0
3027,45,15.3333
3027,0,12.5714
3027,46,14.5
3027,47,14.0
3027,49,10.6667
3027,6,14.25
3027,7,16.2
3027,78,14.1429
3027,8,12.7143
3027,54,13.5
3027,224,12.5
3027,409,13.875
3027,29,14.0
3027,13,14.6
3027,32,14.0
3027,110,14.8333
3027,158,12.3333
3027,34,13.6667
3027,164,12.8571
3027,199,13.5714
3027,59,12.8333
3027,37,13.1429
3027,38,12.3333
3027,117,14.5
3027,173,12.25
3027,20,13.3333
3027,21,13.4
3027,42,13.5714
3027,66,12.8571
3027,181,12.75
3030,45,12.0
3030,122,12.1667
3030,67,12.0
3030,129,11.8
3030,29,12.2857
3030,12,11.5
3030,146,11.8
3030,30,12.8
3030,57,11.8571
3030,110,13.0
3030,156,13.0
3030,16,10.2857
3030,58,11.25
3030,34,11.3333
3030,17,10.0
3030,18,11.1667
3030,38,11.1667
3030,39,10.1111
3030,117,13.75
3030,20,10.8333
3030,245,10.1111
3042,45,11.3333
3042,48,10.1667
3042,49,10.3333
3042,51,13.0
3042,6,10.75
3042,78,10.5714
3042,81,11.625
3042,30,12.0
3042,57,10.5714
3042,110,11.5
3042,15,11.6
3042,58,9.5
3042,85,9.0
3042,59,10.8333
3042,17,11.2
3042,117,12.75
3042,173,13.0
3042,20,9.6667
3042,42,10.1429
3042,94,11.125
3042,23,10.0
3044,45,13.1667
3044,0,8.7143
3044,1,14.5
3044,46,10.6667
3044,184,13.5714
3044,6,12.75
3044,75,14.0
3044,54,14.3333
3044,148,12.0
3044,14,15.1667
3044,33,10.0
3044,57,9.4286
3044,110,9.8333
3044,17,9.2
3044,18,9.6667
3044,37,12.2857
3044,19,14.5
3044,20,10.5
3044,43,15.25
3044,22,14.5
3045,45,18.1667
3045,122,20.6667
3045,0,11.7143
3045,1,19.3333
3045,47,15.2
3045,101,12.1111
3045,6,17.625
3045,75,19.8
3045,78,15.0
3045,8,15.0
3045,54,17.6667
3045,224,17.0
3045,409,18.0
3045,29,16.0
3045,146,14.2
3045,13,15.6
3045,14,20.6667
3045,33,15.6
3045,15,15.8
3045,195,15.8571
3045,303,15.8571
3045,16,13.0
3045,34,10.6667
3045,199,18.5714
3045,36,17.0
3045,37,15.1429
3045,117,15.0
3045,19,19.0
3045,63,17.0
3045,20,12.6667
3045,21,14.0
3045,42,14.2857
3045,22,19.3333
3045,66,17.5714
3049,1,15.1667
3049,101,11.4444
3049,6,13.875
3049,28,12.3333
3049,409,14.25
3049,29,10.7143
3049,146,10.2
3049,14,15.3333
3049,82,12.8333
3049,15,13.6
3049,199,14.8571
3049,35,14.6
3049,36,11.5
3049,37,11.8571
3049,39,13.3333
3049,20,8.6667
3049,41,15.2
3049,43,16.0
3049,22,15.1667
3049,245,13.3333
3051,45,20.6667
3051,122,22.5
3051,67,20.8
3051,0,15.1429
3051,1,18.3333
3051,46,17.6667
3051,129,21.2
3051,49,19.0
3051,51,21.25
3051,73,21.6667
3051,6,19.25
3051,75,17.2
3051,76,20.5
3051,77,17.75
3051,54,17.6667
3051,29,19.7143
3051,12,17.0
3051,81,18.75
3051,13,21.8
3051,148,17.7
3051,57,16.7143
3051,110,18.8333
3051,195,19.0
3051,156,20.0
3051,84,18.6667
3051,303,19.0
3051,16,15.4286
3051,58,20.0
3051,85,12.0
3051,34,15.6667
3051,59,17.0
3051,17,16.8
3051,35,17.8
3051,88,24.0
3051,18,19.0
3051,38,15.1667
3051,39,17.1111
3051,117,24.0
3051,19,18.5
3051,173,21.25
3051,20,16.0
3051,42,15.4286
3051,22,18.3333
3051,245,17.1111
3051,23,16.5
3051,181,16.75
3052,1,20.5
3052,2,23.75
3052,46,16.8333
3052,68,20.1667
3052,48,20.1667
3052,69,22.4286
3052,129,23.0
3052,49,20.0
3052,5,18.8
3052,51,23.0
3052,73,23.1667
3052,6,21.375
3052,76,22.0
3052,77,20.375
3052,78,18.5714
3052,8,19.5714
3052,10,22.7143
3052,28,19.3333
3052,259,23.8
3052,11,21.3333
3052,54,19.1667
3052,224,18.5
3052,29,21.4286
3052,12,16.5
3052,14,23.5
3052,33,17.6
3052,82,25.3333
3052,15,24.2
3052,156,18.8
3052,34,13.3333
3052,199,20.4286
3052,59,17.3333
3052,17,20.4
3052,88,23.4
3052,18,20.0
3052,36,18.5
3052,38,14.1667
3052,89,23.625
3052,39,20.6667
3052,117,24.5
3052,19,20.5
3052,63,18.5
3052,173,23.0
3052,20,15.3333
3052,393,20.0
3052,42,17.1429
3052,94,18.625
3052,66,19.5714
3052,245,20.6667
3052,23,17.25
3052,181,15.75
3054,45,20.8333
3054,122,22.5
3054,67,21.0
3054,0,13.5714
3054,46,17.3333
3054,184,17.7143
3054,47,20.4
3054,68,19.5
3054,49,18.6667
3054,51,20.25
3054,73,20.6667
3054,6,17.75
3054,76,20.5
3054,188,18.3333
3054,259,22.6
3054,11,19.0
3054,54,17.1667
3054,29,17.7143
3054,146,19.2
3054,13,21.8
3054,32,19.5
3054,152,17.8
3054,110,16.8333
3054,82,19.0
3054,156,17.8
3054,16,13.8571
3054,158,13.1667
3054,58,17.5
3054,160,17.2
3054,85,10.25
3054,34,14.0
3054,59,17.1667
3054,17,16.0
3054,18,19.3333
3054,36,14.5
3054,37,16.1429
3054,38,11.3333
3054,117,22.75
3054,19,17.0
3054,173,20.25
3054,20,12.8333
3054,42,16.0
3054,43,18.5
3054,23,16.5
3056,45,18.3333
3056,122,21.3333
3056,184,18.1429
3056,47,18.8
3056,48,15.1667
3056,69,18.0
3056,49,19.6667
3056,5,17.0
3056,100,23.3333
3056,134,16.5556
3056,73,16.8333
3056,6,18.625
3056,75,18.6
3056,76,18.0
3056,188,20.5
3056,28,16.6667
3056,259,19.6
3056,224,18.5
3056,409,18.5
3056,81,17.125
3056,107,17.2857
3056,13,21.4
3056,32,19.25
3056,14,20.5
3056,82,17.3333
3056,84,18.3333
3056,199,19.2857
3056,59,15.1667
3056,19,19.8333
3056,20,10.1667
3056,41,21.8
3056,42,14.5714
3056,23,17.0
